,,,,,,,,
,Proposal,Topik,Label Topik,Dosen Aktual,Status,Keterangan,Recall of Existence,Euclidean Distance
,P1,topic_14,"Kriptografi, Keamanan Data, dan Enkripsi","D1, D8, D15","berhasil, berhasil, berhasil","D1: similaritas mahasiswa ke dosen (TOD = 0,3902), similaritas dosen ke mahasiswa tinggi (OD = 0,639), bobot penulis sebesar 1,0, selisih 4 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_6, bukan topik utama proposal (topic_14) ; D8: similaritas mahasiswa ke dosen (TOD = 0,2602), similaritas dosen ke mahasiswa (OD = 0,3695), bobot penulis sebesar 0,4, selisih 3 tahun dari proposal, penelitian dosen dan mahasiswa berada di topik yang sama (topic_14) ; D15: similaritas mahasiswa ke dosen tinggi (TOD = 0,5695), similaritas dosen ke mahasiswa tinggi (OD = 0,935), bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, penelitian dosen dan mahasiswa berada di topik yang sama (topic_14)",1.0000,0.5196
,P2,topic_2,Clustering Citra dan Ekstraksi Fitur,"D1, D7, D15","gagal, gagal, berhasil","D1: similaritas mahasiswa ke dosen rendah (TOD<0,2) sebesar 0,0977, similaritas dosen ke mahasiswa rendah (OD<0,2) sebesar 0,065, bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, dosen lebih unggul di topic_3, bukan di topik utama proposal (topic_2) ; D7: similaritas mahasiswa ke dosen rendah (TOD<0,2) sebesar 0,1738, similaritas dosen ke mahasiswa rendah (OD<0,2) sebesar 0,0897, bobot penulis sebesar 0,6, selisih 1 tahun dari proposal, dosen lebih unggul di topic_6, bukan di topik utama proposal (topic_2) ; D15: similaritas mahasiswa ke dosen rendah (TOD<0,2) sebesar 0,1757, similaritas dosen ke mahasiswa (OD = 0,2651), bobot penulis sebesar 0,4, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_10, bukan topik utama proposal (topic_2)",0.3333,0.8869
,P3,topic_1,Pengolahan Citra dan Transformasi Digital,"D7, D16, D1","berhasil, berhasil, berhasil","D7: similaritas mahasiswa ke dosen tinggi (TOD = 0,8236), similaritas dosen ke mahasiswa (OD = 0,3383), bobot penulis sebesar 0,6, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_6, bukan topik utama proposal (topic_1) ; D16: similaritas mahasiswa ke dosen tinggi (TOD = 0,5023), similaritas dosen ke mahasiswa (OD = 0,3381), bobot penulis sebesar 0,6, selisih 2 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_6, bukan topik utama proposal (topic_1) ; D1: similaritas mahasiswa ke dosen tinggi (TOD = 0,4077), similaritas dosen ke mahasiswa (OD = 0,218), bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_3, bukan topik utama proposal (topic_1)",0.6667,0.8165
,P4,topic_12,Restorasi Citra dan Denoising dengan Deep Learning,"D16, D5, D7","berhasil, berhasil, berhasil","D16: similaritas mahasiswa ke dosen tinggi (TOD = 0,5585), similaritas dosen ke mahasiswa tinggi (OD = 0,5766), bobot penulis sebesar 0,6, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_6, bukan topik utama proposal (topic_12) ; D5: similaritas mahasiswa ke dosen tinggi (TOD = 0,554), similaritas dosen ke mahasiswa tinggi (OD = 0,5766), bobot penulis sebesar 0,6, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_6, bukan topik utama proposal (topic_12) ; D7: similaritas mahasiswa ke dosen tinggi (TOD = 0,5184), similaritas dosen ke mahasiswa (OD = 0,2927), bobot penulis sebesar 0,6, selisih 2 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_11, bukan topik utama proposal (topic_12)",0.6667,0.6055
,P5,topic_12,Restorasi Citra dan Denoising dengan Deep Learning,"D4, D9, D16","berhasil, berhasil, gagal","D4: similaritas mahasiswa ke dosen tinggi (TOD = 0,7758), similaritas dosen ke mahasiswa tinggi (OD = 0,6601), bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_11, bukan topik utama proposal (topic_12) ; D9: similaritas mahasiswa ke dosen (TOD = 0,3437), similaritas dosen ke mahasiswa tinggi (OD = 0,4792), bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_1, bukan topik utama proposal (topic_12) ; D16: similaritas mahasiswa ke dosen (TOD = 0,2951), similaritas dosen ke mahasiswa (OD = 0,2706), bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, dosen lebih unggul di topic_9, bukan di topik utama proposal (topic_12)",1.0000,0.3109
,P6,topic_12,Restorasi Citra dan Denoising dengan Deep Learning,"D2, D15, D12","berhasil, gagal, berhasil","D2: similaritas mahasiswa ke dosen tinggi (TOD = 0,547), similaritas dosen ke mahasiswa tinggi (OD = 0,7035), bobot penulis sebesar 1,0, selisih 2 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_12) ; D15: similaritas mahasiswa ke dosen rendah (TOD<0,2) sebesar 0,1163, similaritas dosen ke mahasiswa (OD = 0,2402), bobot penulis sebesar 1,0, selisih 1 tahun dari proposal, dosen lebih unggul di topic_4, bukan di topik utama proposal (topic_12) ; D12: similaritas mahasiswa ke dosen (TOD = 0,2921), similaritas dosen ke mahasiswa (OD = 0,3206), bobot penulis sebesar 0,4, selisih 4 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_12)",0.6667,0.6683
,P7,topic_5,Deep Learning CNN untuk Citra dan Segmentasi,"D9, D16, D1","berhasil, berhasil, berhasil","D9: similaritas mahasiswa ke dosen tinggi (TOD = 0,6255), similaritas dosen ke mahasiswa tinggi (OD = 0,6913), bobot penulis sebesar 1,0, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_5) ; D16: similaritas mahasiswa ke dosen tinggi (TOD = 0,74), similaritas dosen ke mahasiswa (OD = 0,2734), bobot penulis sebesar 0,4, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_5) ; D1: similaritas mahasiswa ke dosen tinggi (TOD = 0,5141), similaritas dosen ke mahasiswa tinggi (OD = 0,4101), bobot penulis sebesar 0,6, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_5)",1.0000,0.3786
,P8,topic_5,Deep Learning CNN untuk Citra dan Segmentasi,"D9, D16, D14","berhasil, berhasil, berhasil","D9: similaritas mahasiswa ke dosen tinggi (TOD = 0,6242), similaritas dosen ke mahasiswa tinggi (OD = 0,8357), bobot penulis sebesar 1,0, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_5) ; D16: similaritas mahasiswa ke dosen tinggi (TOD = 0,7647), similaritas dosen ke mahasiswa (OD = 0,3442), bobot penulis sebesar 0,4, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_5) ; D14: similaritas mahasiswa ke dosen tinggi (TOD = 0,4073), similaritas dosen ke mahasiswa tinggi (OD = 0,6232), bobot penulis sebesar 1,0, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_5)",0.6667,0.6481
,P9,topic_1,Pengolahan Citra dan Transformasi Digital,"D2, D12, D8","berhasil, berhasil, gagal","D2: similaritas mahasiswa ke dosen tinggi (TOD = 0,5472), similaritas dosen ke mahasiswa tinggi (OD = 0,698), bobot penulis sebesar 1,0, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_9, bukan topik utama proposal (topic_1) ; D12: similaritas mahasiswa ke dosen (TOD = 0,2912), similaritas dosen ke mahasiswa (OD = 0,3384), bobot penulis sebesar 1,0, selisih 3 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_10, bukan topik utama proposal (topic_1) ; D8: similaritas mahasiswa ke dosen rendah (TOD<0,2) sebesar 0,1546, similaritas dosen ke mahasiswa (OD = 0,2544), bobot penulis sebesar 0,4, selisih 3 tahun dari proposal, dosen lebih unggul di topic_9, bukan di topik utama proposal (topic_1), perbedaan topik antara penelitian dosen (topic_9) dan topik proposal (topic_1) serta selisih tahun cukup jauh dan bobot rendah menurunkan skor",0.6667,0.6952
,P10,topic_12,Restorasi Citra dan Denoising dengan Deep Learning,"D2, D5, D6","gagal, berhasil, berhasil","D2: similaritas mahasiswa ke dosen rendah (TOD<0,2) sebesar 0,1473, similaritas dosen ke mahasiswa (OD = 0,2112), bobot penulis sebesar 1,0, selisih 2 tahun dari proposal, dosen lebih unggul di topic_11, bukan di topik utama proposal (topic_12) ; D5: similaritas mahasiswa ke dosen (TOD = 0,2043), similaritas dosen ke mahasiswa (OD = 0,264), bobot penulis sebesar 0,4, selisih 1 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_2, bukan topik utama proposal (topic_12) ; D6: similaritas mahasiswa ke dosen (TOD = 0,3412), similaritas dosen ke mahasiswa tinggi (OD = 0,4821), bobot penulis sebesar 1,0, selisih 4 tahun dari proposal, dosen memiliki penelitian di topik yang sama, namun lebih unggul di topic_3, bukan topik utama proposal (topic_12)",1.0000,0.5099
